Part,PartDesc,Family,Compart,CompartSize,Volume,Volume2,ProdIDM,ProdODM,BASELID,CasePack,CaseWeight,Application,Markets,Features
VPP730,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",97.3,"8 ,⁄,7 ,⁄,2 ,⁄,21.0 X 19.7 X 7.5",22.9 X 24.0 X 7.6,,,200,20.9,"Cookies & Donuts,Produce,Salads & Sandwiches","Food Service,Processor,Supermarket",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
VPP737A,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",62.9,"7 ,⁄,6 ,⁄,2 ,⁄,20.0 X 17.1 X 6.0",21.4 X 20.2 X 6.2,,,200,15.6,"Cookies & Donuts,Produce,Salads & Sandwiches","Food Service,Processor,Supermarket",
,,,,,,,,,,,,,,
VPP757A,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",90.9,"7 ,⁄,6 ,⁄,3 ,⁄,20.0 X 17.1 X 8.3",21.4 X 20.2 X 8.4,,,200,18,"Muffins & Cupcakes,Salads & Sandwiches","Food Service,Processor,Supermarket",
,,,,,,,,,,,,,,
VPP746,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",26.7,"5 ,⁄,4 ,⁄,2 ,⁄,13.2 X 12.5 X 6.7",15.1 X 15.1 X 6.8,,,500,19.6,"Pies, Tarts + Quiche,Salads & Sandwiches","Food Service,Processor,Supermarket",
VPP756,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",33.5,"5 ,⁄,4 ,⁄,2 ,⁄,13.2 X 12.5 X 7.5",15.1 X 15.1 X 7.8,,,500,19.6,"Pies, Tarts + Quiche,Salads & Sandwiches","Food Service,Processor,Supermarket",
VPP747A,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",72.7,"7 ,⁄,6 ,⁄,2 ,⁄,20.0 X 17.1 X 7.1",21.4 X 20.2 X 7.3,,,200,15.6,"Cookies & Donuts,Produce,Salads & Sandwiches","Food Service,Processor,Supermarket",
VPP781,Essentials Valu Pack® is a family of 10 items available in multiple sizes and configurations,https://www.inlineplastics.com/product_line/valupack/,1,"

                                            ",44.9,"8 ,⁄,3 ,⁄,3,20.6 X 9.5 X 7.6",22.4 X 12.4 X 8.1,,,300,16.5,"Danish & Loafcakes,Deli,Produce,Salads & Sandwiches","Food Service,Processor,Supermarket",
,,,,,,,,,,,,,,
TS4012,"Tamper evident & tamper resistant clamshell, 12oz square, 4 x 4 footprint",https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",12,"4,4,1 ,⁄,10.2 X 10.2 X 4.1",12.2 X 12.7 X 5.4,,,288,14.5,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
TS4016,"Tamper evident & tamper resistant clamshell, 16oz square, 4 x 4 footprint",https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",16,"4,4,2 ,⁄,10.2 X 10.2 X 6.2",12.2 X 12.7 X 7.5,,,276,16.1,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
SC35,"Clamshell, feature a barlock, 60oz, rectangular footprint, 8.32 x 4.94 single compartment",https://www.inlineplastics.com/product_line/surechoice/,1,"

                                            ",60,"8 ,⁄,4 ,⁄,3 ,⁄,21.1 X 12.5 X 8.3",22.5 X 13.5 X 8.6,,,500,34.9,"Cookies & Donuts,Danish & Loafcakes,Deli,Salads & Sandwiches,Snacks","Bakery,C-Store,Processor,Supermarket",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CC2R,"Safe-T-Fresh® SnackCups is a family of 7+ items available in vented, dome and shallow lids",https://www.inlineplastics.com/product_line/rounds/,1,"

                                            ",2,"2 ,⁄,2 ,⁄,⁄,6.8 X 6.8 X 2.4",9.2 X 9.2 X 2.4,,,1200,9.4,"Produce,Product Add on's,Snacks","C-Store,Food Service,Processor,Supermarket",Inserts
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TS202,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",39.9,"7 ,⁄,3 ,⁄,2 ,⁄,20.2 X 8.3 X 7.0",23.2 X 12.4 X 7.6,,,150,13,"Cakes,Cookies & Donuts,Muffins & Cupcakes,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
,,,,,,,,,,,,,,
TS8T,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",8,"3 ,⁄,4 ,⁄,1 ,⁄,9.5 X 11.1 X 3.3",12.4 X 14.6 X 4.0,,,240,9.8,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
605BKPET,"Essentials EZ OPEN® is a family of 10 items, available in both dome and shallow lid",https://www.inlineplastics.com/product_line/ezopen/,1,"

                                            ",87.9,"9 ,⁄,5 ,⁄,4 ,⁄,24.4 X 14.0 X 11.1",27.5 X 16.5 X 11.4,,,100,14.2,Cakes,"Bakery,Processor,Supermarket",2 Piece
TS12T,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",12,"3 ,⁄,4 ,⁄,1 ,⁄,9.5 X 11.1 X 4.4",12.4 X 14.6 X 5.1,,,240,10.4,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket","Hangable,Tamper Evident"
TS16T,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",16,"3 ,⁄,4 ,⁄,2 ,⁄,9.5 X 11.1 X 5.7",12.4 X 14.6 X 6.7,,,240,11.5,"Cookies & Donuts,Produce,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket","Hangable,Tamper Evident"
SLP56,"Clamshell, featuring a barlock, with 6 compartments, in a rectangular footprint",https://www.inlineplastics.com/product_line/surelock/,6,6 (2 1/16 X 2 7/16 X 3 7/8),,"87.9,2600",5.2 X 6.2 X 9.8,24.3 X 17.6 X 10.2,45/55,300,29.3,Muffins & Cupcakes,"Bakery,Food Service,Processor,Supermarket",
SLP75D,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",71,"11 ,⁄,5 ,⁄,2 ,⁄,28.9 X 13.2 X 5.7",31.4 X 15.9 X 6.0,,,300,32.6,"Cookies & Donuts,Danish & Loafcakes","Bakery,Food Service,Processor,Supermarket",
SLP26,"Clamshell, featuring a barlock, 34oz, rectangular footprint, 6.32 x 4.88 single compartment",https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",33.8,"6 ,⁄,4 ,⁄,1 ,⁄,16.0 X 12.4 X 4.9",17.6 X 14.9 X 5.2,,,300,13.7,"Deli,Produce,Salads & Sandwiches","Food Service,Processor,Supermarket",
SLP75,"Clamshell, featuring a barlock, 68oz, rectangular footprint, 11.38 x 5.19 single compartment",https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",67.6,"11 ,⁄,5 ,⁄,2,28.9 X 13.2 X 5.1",31.4 X 15.9 X 5.4,,,300,30.3,Danish & Loafcakes,"Bakery,Food Service,Processor,Supermarket",
SLP80,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",130.2,"9 ,⁄,7 ,⁄,3 ,⁄,25.2 X 18.7 X 8.9",26.7 X 21.7 X 9.2,,,300,36.9,"Cookies & Donuts,Deli,Muffins & Cupcakes,Produce,Salads & Sandwiches","Bakery,Food Service,Processor,Supermarket",
SLP55,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",55.5,"7 ,⁄,7 ,⁄,2 ,⁄,19.1 X 19.1 X 7.1",21.7 X 22.9 X 7.5,,,300,34.2,"Cakes,Cookies & Donuts,Produce","Bakery,Food Service,Processor,Supermarket",
SLP38,"Clamshell, featuring a barlock, 68oz, rectangular footprint, 8.88 x 4.44 single compartment",https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",67.6,"8 ,⁄,4 ,⁄,3 ,⁄,22.5 X 11.3 X 8.7",24.1 X 14.0 X 9.2,,,192,18.8,Danish & Loafcakes,"Bakery,Food Service,Processor,Supermarket",
SLP16CS,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",42.3,"9,3 ,⁄,2 ,⁄,22.9 X 9.5 X 6.0",24.6 X 12.1 X 6.8,,,300,18.5,Cookies & Donuts,"Bakery,Food Service,Processor,Supermarket",
SLP16FS,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",42.3,"9,3 ,⁄,2 ,⁄,22.9 X 9.5 X 6.0",24.6 X 12.1 X 6.8,,,300,18.5,Cookies & Donuts,"Bakery,Food Service,Processor,Supermarket",
SLP67,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",45,"11 ,⁄,4 ,⁄,1 ,⁄,30.0 X 11.9 X 3.5",31.4 X 14.6 X 4.3,,,300,28.6,"Cookies & Donuts,Danish & Loafcakes","Bakery,Food Service,Processor,Supermarket",
SLP34DCS,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,2,2 (3 7/8 X 6 1/8 X 3),,"69.3,2049",9.8 X 15.6 X 7.6,22.5 X 18.3 X 7.8,50/50,250,26.1,Cookies & Donuts,"Bakery,Food Service,Processor,Supermarket",
,,,,,,,,,,,,,,
SLP30C,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",52.8,"8 ,⁄,5 ,⁄,2 ,⁄,22.2 X 14.6 X 5.2",23.8 X 17.1 X 5.6,,,300,22,"Cakes,Cookies & Donuts,Muffins & Cupcakes","Bakery,Food Service,Processor,Supermarket",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TS3008,"Tamper evident & tamper resistant clamshell, 8oz square, snacker container",https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",8,"2 ,⁄,2 ,⁄,2 ,⁄,7.0 X 7.0 X 6.5",9.2 X 8.7 X 7.6,,,288,9.9,"Deli,Produce,Salads & Sandwiches,Snacks","C-Store,Food Service,Processor,Supermarket",Tamper Evident
,,,,,,,,,,,,,,
TS3006,"Tamper evident & tamper resistant clamshell, 6oz square, snacker container",https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",6,"2 ,⁄,2 ,⁄,1 ,⁄,7.0 X 7.0 X 4.9",9.2 X 8.7 X 6.0,,,288,8.7,"Deli,Produce,Salads & Sandwiches,Snacks","C-Store,Food Service,Processor,Supermarket",Tamper Evident
TS3004,Safe-T-Fresh® SquareWare® is a family of 12 items available in 2 oz - 32 oz capacities,https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",4,"2 ,⁄,2 ,⁄,1 ,⁄,7.0 X 7.0 X 3.3",9.2 X 8.7 X 4.4,,,312,7.4,"Deli,Produce,Salads & Sandwiches,Snacks","C-Store,Food Service,Processor,Supermarket",Tamper Evident
COUNTER-CARCUP-RACK,"A 2 tier spinner counter rack with 12 holders. White epoxy finish, Easy to assemble. Sign holder included",https://www.inlineplastics.com/?post_type=product_line&p=422,12,"

                                            ",n/a,"X  X,0.0 X 0.0 X 0.0",35.1 X 35.1 X 44.6,,,1,3,Product Add on's,"C-Store,Supermarket",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FLOOR-CARCUP-RACK,A 5 tier spinner floor rack with 30 holders. White epoxy finish. Easy to assemble. Sign holder included.,https://www.inlineplastics.com/product_line/rounds/,30,"

                                            ",n/a,"X  X,0.0 X 0.0 X 0.0",40.6 X 40.6 X 154.9,,,1,7,Product Add on's,"C-Store,Supermarket",
TS3002,"Tamper evident & tamper resistant clamshell, 2oz square, snacker container",https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",2,"2 ,⁄,2 ,⁄,⁄,7.0 X 7.0 X 1.6",9.2 X 8.7 X 2.7,,,336,6.9,"Deli,Produce,Snacks","C-Store,Food Service,Processor,Supermarket",Tamper Evident
TS112,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",112,"11 ,⁄,6 ,⁄,3,29.1 X 17.1 X 7.6",31.8 X 20.2 X 8.6,,,60,15.7,"Cookies & Donuts,Produce","Bakery,Food Service,Processor,Supermarket",Tamper Evident
TS24PWXF,A family of 10+ items available in 8 oz - 64 oz sizes with flat and dome lids,https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",24,"6 ,⁄,6 ,⁄,1 ,⁄,16.0 X 16.0 X 3.5",19.5 X 19.1 X 4.4,,,174,16.7,"Cookies & Donuts,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket","Inserts,Tamper Evident"
TS32PWXF,A family of 10 available in 8 oz - 64 oz sizes in flat and dome lids,https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",32,"6 ,⁄,6 ,⁄,1 ,⁄,16.0 X 16.0 X 4.4",19.5 X 19.1 X 5.7,,,168,18.7,"Cookies & Donuts,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket","Inserts,Tamper Evident"
TS4025R,Safe-T-Fresh® RoundWare® is a family of 6 items available in 8 oz - 32 oz capacities,https://www.inlineplastics.com/product_line/rounds/,1,"

                                            ",25.5,"4 ,⁄,4 ,⁄,4 ,⁄,10.6 X 10.6 X 10.6",13.5 X 13.0 X 12.1,,,270,24.8,"Deli,Produce,Salads & Sandwiches,Snacks","C-Store,Processor,Supermarket","Microvents,Tamper Evident"
SC35C2,SureChoice is a family of items designed for a wide variety of applications.,https://www.inlineplastics.com/product_line/surechoice/,2,4 1/4 x  4 1/16 x  2 15/16,,"60,1774",21.1 X 12.5 X 8.3,22.5 X 13.5 X 8.6,50/50,460,34.3,"Cookies & Donuts,Danish & Loafcakes,Deli,Salads & Sandwiches,Snacks","Bakery,C-Store,Processor,Supermarket",
SC5110S,SureChoice is a family of items designed for a wide variety of applications.,https://www.inlineplastics.com/product_line/surechoice/,1,"

                                            ",85.3,"7 ,⁄,7 ,⁄,1 ,⁄,19.1 X 19.1 X 3.7",21.1 X 20.8 X 5.1,,,200,18.7,Danish & Loafcakes,"Bakery,Processor,Supermarket",
TS4032DB,"Tamper evident & tamper resistant clamshell with dome base, 30oz square, 4 x4 footprint",https://www.inlineplastics.com/product_line/squares/,1,"

                                            ",30.4,"4,4,3 ,⁄,10.2 X 10.2 X 9.7",12.2 X 12.7 X 12.9,,,240,23.3,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
SLP40XS,"Clamshell, featuring a barlock, 51oz, rectangular footprint, 8.75 x 5.75 single compartment",https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",50.8,"8 ,⁄,5 ,⁄,2,22.1 X 14.1 X 5.1",24.1 X 17.3 X 5.6,,,300,24.4,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches","Bakery,Food Service,Processor,Supermarket",
TS1SWV,"Tamper evident & tamper resistant clamshell, sandwich wedge, vented",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",17.2,"6 ,⁄,3,3 ,⁄,15.6 X 7.6 X 9.0",18.6 X 10.5 X 9.2,,,288,17,"Cakes,Deli,Salads & Sandwiches","Bakery,C-Store,Food Service,Processor,Supermarket","Recessed Vents,Tamper Evident"
TS202V,"Tamper evident & tamper resistant clamshell, rectangular footprint, 7.94 x 3.25 single compartment, vented",https://www.inlineplastics.com/product_line/rectangles/,1,"

                                            ",39.9,"7 ,⁄,3 ,⁄,2 ,⁄,20.2 X 8.3 X 7.0",23.2 X 12.4 X 7.6,,,150,13,"Cakes,Cookies & Donuts,Muffins & Cupcakes,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket","Recessed Vents,Tamper Evident"
TSSWRV,"Tamper evident & tamper resistant clamshell, wrap clamshell, panoramic viewing window, vented",https://www.inlineplastics.com/product_line/squares/,n/a,"

                                            ",21.5,"5 ,⁄,5 ,⁄,2,13.3 X 13.5 X 5.1",15.6 X 16.2 X 6.5,,,252,20,"Cakes,Deli,Produce,Salads & Sandwiches","Bakery,C-Store,Food Service,Processor,Supermarket","Recessed Vents,Tamper Evident"
SC210,"Clamshell, featuring a barlock, 41oz, half moon footprint, 10.07 x 5 single compartment",https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",37.2,"10 ,⁄,5,1 ,⁄,25.6 X 12.7 X 4.6",27.3 X 16.5 X 5.9,,,200,15.8,"Pies, Tarts + Quiche","Bakery,Food Service,Processor,Supermarket",
TS24MV,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,n/a,"

                                            ",24,"6 ,⁄,4 ,⁄,1 ,⁄,16.4 X 10.8 X 4.9",18.7 X 14.3 X 5.9,,,200,15.9,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket","Microvents,Tamper Evident"
TS20MV,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,n/a,"

                                            ",20,"6 ,⁄,4 ,⁄,1 ,⁄,16.4 X 10.8 X 3.7",18.7 X 14.3 X 4.6,,,200,15.9,"Deli,Produce,Salads & Sandwiches,Snacks","C-Store,Food Service,Processor,Supermarket","Microvents,Tamper Evident"
SC20XD,SureChoice is a family of items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surechoice/,n/a,"

                                            ",41.9,"4 ,⁄,4 ,⁄,4 ,⁄,11.0 X 10.8 X 10.3",13.5 X 14.4 X 11.4,,,375,28.5,"Cookies & Donuts,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
TS30,"A large family of industry standard sized items ranging from 6 oz - 128 oz, great for a wide variety of applications. Available in vented and hangable options.",https://www.inlineplastics.com/product_line/rectangles/,n/a,"

                                            ",30,"6 ,⁄,4 ,⁄,2 ,⁄,16.4 X 10.8 X 5.7",18.7 X 14.3 X 6.7,,,200,18.1,"Cookies & Donuts,Deli,Produce,Salads & Sandwiches,Snacks","Bakery,C-Store,Food Service,Processor,Supermarket",Tamper Evident
SC18S,Essentials Surelock® is a family of 200+ items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surelock/,1,"

                                            ",29.5,"7 ,⁄,3 ,⁄,2 ,⁄,20.2 X 8.7 X 5.4",21.7 X 11.4 X 5.9,,,300,14.9,"Cakes,Danish & Loafcakes,Deli,Salads & Sandwiches","Bakery,Food Service,Processor,Supermarket",
SC5130FS,SureChoice is a family of items designed for a wide variety of applications,https://www.inlineplastics.com/product_line/surechoice/,1,7-11/16 X 6-3/4 X 2-3/8,,"73.4,2171",19.5 X 17.1 X 6.0,21.3 X 20.2 X 6.5,60/40,160,19,Cookies & Donuts,"Bakery,Supermarket",SLP5130FS
C5524D,"Tamper evident & tamper resistant microwaveable clamshell, 24 oz, in a square footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",24,"4 ,⁄,4 ,⁄,3 ,⁄,12.5 X 12.5 X 7.9",15.4 X 14.9 X 8.6,,,240,12.9,"Deli,Grab n Go,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
,,,,,,,,,,,,,,
C5524DV,"Tamper evident & tamper resistant microwaveable clamshell vented, 24 oz, in a square footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",24,"4 ,⁄,4 ,⁄,3 ,⁄,12.5 X 12.5 X 7.9",15.4 X 14.9 X 8.6,,,240,12.9,"Deli,Grab n Go,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C9624DV,"Tamper evident & tamper resistant microwaveable clamshell vented, 24oz, in a rectangular footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",24,"8 ,⁄,5 ,⁄,1 ,⁄,22.4 X 13.7 X 4.9",25.1 X 16.8 X 5.7,,,n/a,2,"Deli,Grab n Go,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C5532DV,"Tamper evident & tamper resistant microwaveable clamshell vented, 32 oz, in a square footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",32,"4 ,⁄,4 ,⁄,4,12.5 X 12.5 X 10.2",15.4 X 14.9 X 10.8,,,224,15.2,"Deli,Grab n Go,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C9624D,"Tamper evident & tamper resistant microwaveable clamshell, 24 oz, in a rectangular footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",24,"8 ,⁄,5 ,⁄,1 ,⁄,22.4 X 13.7 X 4.9",25.1 X 16.8 X 5.7,,,n/a,2,"Deli,Grab n Go,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C5512XDV,"Tamper evident & tamper resistant vented microwaveable clamshell, in a square footprint, 4.69 x 4.63 single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",12,"4 ,⁄,4 ,⁄,2 ,⁄,12.5 X 12.5 X 5.9",15.4 X 14.9 X 6.7,,,264,11.4,"Deli,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C5532D,"Tamper evident & tamper resistant microwaveable clamshell, 32 oz, in a square footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",32,"4 ,⁄,4 ,⁄,4,12.5 X 12.5 X 10.2",15.4 X 14.9 X 10.8,,,224,15.2,"Deli,Grab n Go,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket",Tamper Evident
C7R20D,"Tamper evident & tamper resistant microwaveable clamshell, 20 oz, in a round footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",20,"6 ,⁄,6 ,⁄,1 ,⁄,17.5 X 17.5 X 4.6",20.0 X 19.8 X 5.2,,,240,14.7,"Deli,Grab n Go,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C7R20DV,"Tamper evident & tamper resistant microwaveable clamshell vented, 20 oz, in a round footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",20,"6 ,⁄,6 ,⁄,1 ,⁄,17.5 X 17.5 X 4.6",20.0 X 20.0 X 5.2,,,240,14.7,"Deli,Grab n Go,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C9635D,"Tamper evident & tamper resistant microwaveable clamshell, 35 oz, in a rectangular footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",35,"8 ,⁄,5 ,⁄,2 ,⁄,22.4 X 13.7 X 6.2",25.1 X 16.8 X 6.8,,,n/a,2,"Deli,Grab n Go,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C9635DV,"Tamper evident & tamper resistant microwaveable clamshell vented, 35 oz, in a rectangular footprint, single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",35,"8 ,⁄,5 ,⁄,2 ,⁄,22.4 X 13.7 X 6.2",25.1 X 16.8 X 6.8,,,n/a,2,"Deli,Grab n Go,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
C5512XD,"Tamper evident & tamper resistant microwaveable clamshell, in a square footprint, 4.69 x 4.63 single compartment",https://www.inlineplastics.com/product_line/safe-t-chef/,1,"

                                            ",12,"4 ,⁄,4 ,⁄,2 ,⁄,12.5 X 12.5 X 5.9",15.4 X 14.9 X 6.7,,,264,11.4,"Deli,Salads & Sandwiches,Snacks,Take Out,Third Party Delivery","C-Store,Food Service,Processor,Restaurants,Supermarket","Microwaveable,Tamper Evident"
